Gene,log2FoldChange,baseMean,pvalue
ENSG00000143320,-0.77446025,3334.595346,0.00069792
ENSG00000204392,-0.40708079,1378.926428,0.000704033
ENSG00000162490,0.50772873,2068.062929,0.000705384
ENSG00000128159,0.472974092,1827.616898,0.000708421
ENSG00000177879,-0.423543888,1428.514885,0.000712299
ENSG00000164946,0.773861604,240.7737537,0.000712517
ENSG00000154723,-0.55825121,875.6554922,0.000714151
ENSG00000074181,0.489266268,7248.033938,0.000719601
ENSG00000135912,0.438475499,1999.360618,0.000722979
ENSG00000159374,-0.775580285,136.3598518,0.000730344
ENSG00000241732,0.490571904,667.0345296,0.000729797
ENSG00000208317,0.726849996,65.77390689,0.000736914
ENSG00000108294,-0.469190615,2179.990099,0.00073896
ENSG00000134824,0.549932916,17033.02758,0.000736861
ENSG00000105726,0.509414435,2878.929708,0.000739708
ENSG00000174669,0.584373354,1468.731641,0.000742892
ENSG00000146574,-0.426136598,344.4820452,0.000742777
ENSG00000225968,-0.599685911,249.6318965,0.000750063
ENSG00000112655,0.422408771,9229.27321,0.000757107
ENSG00000212719,0.797891399,232.5512162,0.000766534
ENSG00000138495,-0.656548606,583.6092681,0.000769599
ENSG00000178053,-0.450763998,718.2482592,0.000772577
ENSG00000173156,-0.696445412,144.2270516,0.000774896
ENSG00000114554,0.433443044,5410.974011,0.000777885
ENSG00000168734,-0.487786019,416.2653897,0.000778824
ENSG00000181929,-0.3587062,846.0090122,0.000798395
ENSG00000187608,-0.725516562,245.8399744,0.000796248
ENSG00000197969,0.444459657,3586.821642,0.000792242
ENSG00000182798,0.882055477,66.48131722,0.00079465
ENSG00000160867,0.516374763,3082.361525,0.000794109
ENSG00000130522,-0.469527227,1284.10483,0.000796297
ENSG00000111843,-0.399740441,2085.410054,0.000787429
ENSG00000132541,-0.48442418,866.3425919,0.00079989
ENSG00000133243,-0.503343517,2261.502433,0.000800254
ENSG00000108953,-0.359986303,22278.48871,0.000790861
ENSG00000166923,0.871178284,62.45809588,0.000807024
ENSG00000168275,-0.58118388,356.0030827,0.000814227
ENSG00000106397,0.477209734,1567.783163,0.000820497
ENSG00000157954,-0.319607547,1896.549565,0.00081976
ENSG00000091129,0.603238894,627.047605,0.000828472
ENSG00000086504,-0.388548798,1655.081948,0.000837139
ENSG00000138433,-0.460709823,583.3367148,0.000838996
ENSG00000166352,-0.559517252,305.9806036,0.000840957
ENSG00000130176,-0.696884891,299.6276627,0.000844516
ENSG00000184831,-0.755109123,458.0720334,0.000844612
ENSG00000198755,-0.311097992,16673.69375,0.000847963
ENSG00000108578,-0.374266201,2172.587451,0.000853281
ENSG00000033627,0.465091372,1599.834669,0.000856168
ENSG00000126790,0.545069099,182.5116137,0.000876077
ENSG00000142937,-0.472537156,26421.25692,0.000884186
ENSG00000114391,-0.53357352,19312.1078,0.000900348
ENSG00000204308,-0.593092642,1869.040022,0.000902683
ENSG00000198918,-0.405478013,12950.8033,0.000909753
ENSG00000087884,-0.606336377,99.7224478,0.000915341
ENSG00000197852,-0.431315011,651.7921533,0.000919246
ENSG00000107223,-0.491449568,3218.351376,0.000919157
ENSG00000116288,-0.410748483,4859.898937,0.000924019
ENSG00000163888,-0.74018636,55.17797044,0.000925639
ENSG00000100344,0.73084791,548.2641045,0.000923693
ENSG00000173068,-0.611145059,1029.363819,0.000935043
ENSG00000142949,0.35651798,14859.43868,0.000944284
ENSG00000177469,-0.664671251,1331.467646,0.000951801
ENSG00000159335,-0.527653788,7692.45609,0.000955382
ENSG00000026036,0.699827509,139.6046603,0.000956664
ENSG00000177943,0.663942363,496.9331756,0.000972173
ENSG00000022267,-0.563891614,1571.998148,0.00097794
ENSG00000115486,0.495505423,1404.927834,0.000976227
ENSG00000136068,0.543551911,9582.220426,0.000976545
ENSG00000187653,-0.859935749,57.84504685,0.000981271
ENSG00000137720,-0.535681086,310.6284586,0.000990644
ENSG00000144476,0.722698136,194.8965558,0.000991736
ENSG00000058729,-0.353294706,793.0065657,0.000992056
ENSG00000046647,-0.764142726,581.7952316,0.00099917
ENSG00000114805,0.490954751,1100.743491,0.000997094
ENSG00000173930,0.690867405,278.6388973,0.000997448
ENSG00000100028,-0.371633475,3599.831303,0.00099706
ENSG00000159111,-0.377799599,1708.176577,0.001002665
ENSG00000160299,0.44245283,2470.879029,0.001014073
ENSG00000179085,-0.636184808,252.7815078,0.001012704
ENSG00000073584,-0.473121489,1690.541482,0.001024679
ENSG00000134910,0.504277025,7502.277627,0.001021896
ENSG00000117411,-0.381039885,1724.23152,0.001022977
ENSG00000185829,0.75533119,580.9143809,0.001047844
ENSG00000137628,-0.752165776,155.1482262,0.00105208
ENSG00000147224,-0.678428602,3413.671814,0.001056833
ENSG00000196924,0.396868836,45351.46468,0.001064359
ENSG00000179855,-0.735919854,59.8358512,0.001061148
ENSG00000127125,-0.48521735,559.3547251,0.001062677
ENSG00000121774,-0.335041415,9445.640842,0.001073663
ENSG00000110063,-0.454458528,383.2579696,0.001077605
ENSG00000272849,0.57338383,166.4025039,0.001076621
ENSG00000183172,-0.560341787,270.2323412,0.001081396
ENSG00000149599,-0.745652524,49.21804036,0.001083558
ENSG00000213585,-0.372242292,6332.100009,0.001084992
ENSG00000197568,-0.60537249,242.8338112,0.001102679
ENSG00000163328,0.641579517,87.73073703,0.001106816
ENSG00000179542,0.574779532,552.8095929,0.001114121
ENSG00000131697,0.610430688,610.2875929,0.001116541
ENSG00000181588,-0.398215863,1238.495912,0.001116928
ENSG00000177030,-0.491819309,1179.965713,0.001122047
ENSG00000197989,0.526052617,1133.007705,0.001120776
ENSG00000235217,-0.468140986,341.0030229,0.001127132
ENSG00000137486,0.768001897,263.8299012,0.001129548
ENSG00000167157,-0.82417602,60.26650807,0.001132172
ENSG00000187193,-0.855847484,145.6800711,0.001146017
ENSG00000143375,0.540815695,3836.519686,0.001147608
ENSG00000165512,-0.345535055,988.207358,0.001170368
ENSG00000260266,0.853573358,59.5342501,0.001181967
ENSG00000148019,0.385387263,2489.274163,0.001189336
ENSG00000135390,-0.43885403,5992.559612,0.001199471
ENSG00000111640,-0.434633229,52174.9999,0.00120388
ENSG00000108518,-0.436643643,9382.445861,0.001208956
ENSG00000197324,0.588643588,860.7160009,0.001210951
ENSG00000241685,-0.337003455,2270.72661,0.001222145
ENSG00000124588,-0.741733833,1788.676353,0.001238396
ENSG00000111269,-0.391781501,788.3221555,0.001239464
ENSG00000205358,-0.810668581,389.3968082,0.001244375
ENSG00000171159,-0.524552745,678.6331721,0.001255397
ENSG00000162961,-0.441919175,1223.202676,0.001258559
ENSG00000184515,-0.614081897,133.4619711,0.001256583
ENSG00000130770,-0.48391844,2295.927408,0.001269155
ENSG00000189403,-0.327635819,18449.22725,0.001268532
ENSG00000175567,-0.438175798,1052.026673,0.001270548
ENSG00000176788,-0.469768363,3626.062975,0.00127641
ENSG00000167969,-0.415798195,1138.509641,0.001281952
ENSG00000145075,0.482218924,212.48481,0.001282507
ENSG00000157613,-0.596286618,379.7221468,0.001290864
ENSG00000205544,-0.656049453,139.599222,0.001294795
ENSG00000239776,-0.770534493,60.76767714,0.001297667
ENSG00000103512,0.660342552,2306.751476,0.001299596
ENSG00000154582,-0.465757564,1169.383612,0.001301133
ENSG00000160766,0.552440305,199.0297537,0.001316785
ENSG00000111266,-0.442609866,1597.377996,0.001343057
ENSG00000071051,-0.401212569,1063.438226,0.001344201
ENSG00000170310,-0.54816884,395.6524595,0.001353923
ENSG00000169851,0.764755932,474.304529,0.001358403
ENSG00000204681,0.556749373,2989.323283,0.001360591
ENSG00000072274,0.526391618,6412.361578,0.001367609
ENSG00000132330,0.487454222,215.9015828,0.001356043
ENSG00000132141,-0.755231859,48.42278163,0.001364612
ENSG00000229180,0.715429025,95.56003474,0.001365447
ENSG00000044574,0.662759349,32358.80494,0.001353328
ENSG00000225840,-0.785502753,53.71331599,0.001361461
ENSG00000221988,0.506898282,391.5493806,0.001369111
ENSG00000142168,-0.486143026,3236.319965,0.00137219
ENSG00000160075,-0.406383647,2426.039575,0.001375646
ENSG00000108582,0.397973373,4827.763509,0.001379197
ENSG00000146540,-0.470148202,925.7285872,0.001383773
ENSG00000089157,-0.373559433,48967.70723,0.001386848
ENSG00000120306,-0.514123914,270.6543928,0.001393195
ENSG00000142655,-0.411983676,647.7718382,0.001398493
ENSG00000232388,-0.52783581,531.6284405,0.001407104
ENSG00000212978,-0.651097447,128.7688739,0.00142835
ENSG00000089486,-0.639309741,1759.073115,0.00142823
ENSG00000237491,0.657306406,109.5119561,0.001429143
ENSG00000225855,0.649112199,286.4260922,0.001433234
ENSG00000108479,-0.481171605,385.1884266,0.001453617
ENSG00000147145,0.505530448,477.297467,0.001452285
ENSG00000166189,-0.473076541,336.3296249,0.00144975
ENSG00000159840,-0.392180721,2485.5737,0.001459817
ENSG00000065665,0.458209955,913.2776476,0.001459843
ENSG00000110514,0.360092013,1482.433212,0.001471506
ENSG00000198242,-0.383104078,3889.145044,0.001470181
ENSG00000147202,-0.788815954,1254.519293,0.001481708
ENSG00000073050,-0.416688676,923.0097561,0.001484832
ENSG00000145808,0.551890456,1673.916793,0.00148782
ENSG00000184226,0.806017001,50.27849346,0.001499708
ENSG00000138688,0.37159355,3262.13676,0.001499603
ENSG00000080823,0.680231061,72.82177626,0.001504158
ENSG00000137970,-0.453695389,282.5100408,0.001513995
ENSG00000099250,0.739757239,197.1791242,0.001514915
ENSG00000179023,0.828737475,820.2680902,0.001517412
ENSG00000147403,-0.40308476,22557.23575,0.001533812
ENSG00000177600,-0.504555892,12518.29472,0.001542754
ENSG00000087302,-0.420780683,4343.69074,0.001552778
ENSG00000141682,-0.755071533,3027.060575,0.001558723
ENSG00000167565,-0.457629892,446.5447013,0.001562387
ENSG00000104549,0.611237863,8350.377411,0.001562653
ENSG00000135447,-0.509718341,360.2343655,0.001573012
ENSG00000168918,-0.670415736,505.9100982,0.001577668
ENSG00000188486,-0.385758963,2992.791009,0.001579815
ENSG00000261505,0.504344358,209.7190372,0.001585515
ENSG00000120725,0.430339063,413.6505324,0.001599393
ENSG00000139220,0.648533678,80.11666025,0.001612697
ENSG00000235034,-0.799567868,104.606255,0.001613506
ENSG00000258559,0.667563548,71.36039882,0.001617755
ENSG00000008513,0.533190261,245.8426896,0.001618417
ENSG00000178927,0.355266225,1614.249805,0.001621444
ENSG00000116157,-0.435821088,379.3129351,0.001642008
ENSG00000251474,0.524502957,381.8916756,0.001642767
ENSG00000206337,-0.572222965,98.13254347,0.001652675
ENSG00000183207,-0.284831263,2797.343146,0.0016568
ENSG00000236552,-0.534614202,211.1536768,0.001675029
ENSG00000180304,-0.335666444,6624.415973,0.001684574
ENSG00000198483,-0.525064353,172.4529736,0.001693216
ENSG00000182628,-0.40092305,1428.50537,0.001703811
ENSG00000142530,-0.794932367,123.53345,0.001710328
ENSG00000172757,-0.391344277,10772.50319,0.001721908
ENSG00000104979,-0.589569672,1286.843043,0.001720143
ENSG00000177954,-0.425980687,14140.21971,0.001731782
ENSG00000145687,-0.552370359,1027.735313,0.00173489
ENSG00000186222,-0.453483882,359.5102311,0.001752793
ENSG00000091986,0.774149457,345.3248095,0.001758009
ENSG00000259439,0.787201603,48.60135537,0.001755496
ENSG00000265511,0.7265511,50.47975326,0.001766853
ENSG00000164318,0.822143112,58.07258876,0.001785952
ENSG00000158042,-0.325443931,1192.30544,0.001794281
ENSG00000162341,0.473573735,707.142602,0.001798493
ENSG00000214026,-0.493474925,948.019779,0.001803464
ENSG00000264364,-0.353364985,4426.18865,0.001802877
ENSG00000168280,0.390600906,4560.284773,0.001817784
ENSG00000198920,0.407956321,869.0998814,0.001817462
ENSG00000105289,-0.673934164,553.2089494,0.001864878
ENSG00000101911,-0.472985466,1000.805197,0.001877644
ENSG00000140459,-0.657864701,75.11995261,0.001889901
ENSG00000135919,0.685066402,3888.498497,0.001908025
ENSG00000187498,0.568477268,7122.265507,0.001907727
ENSG00000239521,0.567699794,136.2172998,0.001908475
ENSG00000117834,0.794040897,56.1657504,0.00190952
ENSG00000167074,-0.646957506,550.4595976,0.001910037
ENSG00000171863,-0.519957215,19683.48388,0.001916168
ENSG00000164619,0.794798657,61.50231834,0.001916939
ENSG00000119927,0.50441409,1049.270702,0.001923075
ENSG00000139637,-0.379665382,617.2870622,0.001929432
ENSG00000126067,-0.351319655,2573.174721,0.001935859
ENSG00000185164,0.642613432,634.4594661,0.001935855
ENSG00000105877,0.779725125,259.0161305,0.001942281
ENSG00000259781,-0.356435563,565.0485403,0.001949355
ENSG00000134574,-0.499102503,1542.885587,0.001969215
ENSG00000143630,0.588257899,376.0262266,0.001966766
ENSG00000049246,-0.582856018,351.3388969,0.001971624
ENSG00000101444,-0.340204861,8260.004709,0.001975198
ENSG00000160285,0.555944361,3521.011704,0.001988445
ENSG00000167513,-0.368161307,1979.577789,0.001993342
ENSG00000229119,-0.638494673,119.3541101,0.002001693
ENSG00000231365,0.527567446,122.238643,0.002008514
ENSG00000135063,0.698502124,403.7444484,0.002007517
ENSG00000164362,0.446687557,724.6560006,0.002021146
ENSG00000163032,0.599348901,990.8841443,0.002027802
ENSG00000174353,0.54611077,133.2967911,0.002030337
ENSG00000109390,-0.544418569,792.7608782,0.002026094
ENSG00000165102,-0.480434263,343.0693996,0.002037904
ENSG00000085831,-0.575829433,144.7756747,0.002043749
ENSG00000243244,-0.560275348,469.0919984,0.002053685
ENSG00000177733,-0.36171265,9133.603009,0.002066769
ENSG00000213965,-0.534649123,113.7441663,0.002061851
ENSG00000116273,-0.401903178,1607.000122,0.002074813
ENSG00000099139,0.548768844,524.2836742,0.00208211
ENSG00000141560,-0.380196344,601.1017462,0.002072433
ENSG00000100526,-0.469294854,545.9672157,0.002061892
ENSG00000196683,-0.442671019,2198.347043,0.002065937
ENSG00000234797,-0.48112839,181.610429,0.002082541
ENSG00000164761,0.782282715,56.75304926,0.002072444
ENSG00000138382,-0.448417732,923.2647594,0.002080866
ENSG00000005187,-0.686452299,85.64723737,0.002088934
ENSG00000140319,-0.438740007,5282.143334,0.002089993
ENSG00000196453,-0.437865093,357.0240364,0.002136066
ENSG00000234771,0.527959829,188.2550083,0.002131139
ENSG00000213246,-0.443838108,559.3964265,0.002134763
ENSG00000164976,0.702817119,513.9673921,0.002135633
ENSG00000146904,0.445697502,6250.517301,0.002129979
ENSG00000135045,-0.476204895,394.6506666,0.002128098
ENSG00000123472,-0.370331328,1488.834454,0.002121931
ENSG00000172809,-0.545445764,7669.837444,0.002143382
ENSG00000135127,0.523423534,915.0714121,0.002148711
ENSG00000224578,-0.436005997,487.3518832,0.002152803
ENSG00000160801,0.790401667,61.85404093,0.00218377
ENSG00000119383,-0.335747117,4271.559929,0.002190783
ENSG00000147813,-0.655285752,392.3068211,0.002194456
ENSG00000132698,-0.482649908,638.3255507,0.00220137
ENSG00000178425,-0.420398903,1485.950409,0.002203007
ENSG00000164713,-0.555078183,681.2380643,0.002213167
ENSG00000186472,0.568223294,397.0090368,0.002216522
ENSG00000015133,0.440982701,1920.880796,0.002219502
ENSG00000131508,-0.344495104,2470.227497,0.002226746
ENSG00000251095,-0.754148905,448.8631044,0.002228334
ENSG00000167216,-0.677940421,230.7992466,0.002235874
ENSG00000186310,-0.67889699,1623.406042,0.002243689
ENSG00000165792,0.408522511,1484.164002,0.002241221
ENSG00000174738,-0.462355614,1006.362566,0.002248805
ENSG00000184209,-0.47685774,387.5358235,0.002250426
ENSG00000256304,0.573534073,180.2671384,0.002284291
ENSG00000145425,-0.406194648,12911.02418,0.002287598
ENSG00000260852,0.741951604,86.88123558,0.002294845
ENSG00000131584,0.528013007,1430.408013,0.002305652
ENSG00000083067,0.585553725,337.7386284,0.002303756
ENSG00000227946,-0.621614635,155.342493,0.002313765
ENSG00000180182,-0.56502504,4200.271893,0.002314048
ENSG00000100319,-0.552786561,141.9809787,0.002318327
ENSG00000185838,-0.457806414,195.8295234,0.002320872
ENSG00000121057,0.567852065,3918.100537,0.002326204
ENSG00000104814,-0.595696197,157.706097,0.002335124
ENSG00000165060,-0.481534332,472.8447985,0.002339207
ENSG00000212232,0.686150775,54.10363465,0.002354268
ENSG00000104722,0.638036625,1906.460284,0.002368049
ENSG00000261094,0.511900966,146.7547092,0.00238545
ENSG00000184144,0.693358318,283.2707916,0.002417647
ENSG00000068078,0.417541283,1630.938682,0.002420773
ENSG00000083857,0.429797981,9392.360112,0.002420112
ENSG00000251795,0.677974642,59.56321281,0.002418372
ENSG00000137210,-0.497289721,868.4729934,0.002448585
ENSG00000170382,0.77623356,188.2787797,0.002463761
ENSG00000101331,-0.682015397,124.1197424,0.002477836
ENSG00000149930,0.339719591,1914.366445,0.002484155
ENSG00000149090,0.722545429,627.9842621,0.002485077
ENSG00000163545,-0.528654933,481.3869609,0.002489961
ENSG00000132963,-0.395577846,2362.432319,0.002495948
ENSG00000180914,0.675891788,169.0094455,0.002509386
ENSG00000071626,-0.301541113,6763.109108,0.002510194
ENSG00000088356,-0.460529081,593.4081762,0.002510949
ENSG00000173898,0.572970609,2970.662431,0.002507976
ENSG00000269825,0.703516376,52.29895282,0.002519759
ENSG00000148908,-0.730967269,183.7940493,0.002519602
ENSG00000165684,0.445698634,1075.945315,0.002535645
ENSG00000160410,-0.411397193,1514.884031,0.002530932
ENSG00000188229,-0.35532506,5787.940116,0.002533796
ENSG00000088367,-0.373916431,1060.842622,0.002552141
ENSG00000179271,-0.472811952,1438.314984,0.002559362
ENSG00000135486,-0.31854264,68984.64026,0.002581634
ENSG00000137876,-0.40447914,3523.779775,0.002585214
ENSG00000182481,-0.395977186,13219.70616,0.00260152
ENSG00000175287,-0.512466897,204.002509,0.002605884
ENSG00000159055,-0.417651381,1486.40116,0.00261874
ENSG00000125841,-0.461331772,701.7395152,0.002617415
ENSG00000135074,0.648813231,1147.838736,0.002617277
ENSG00000137504,0.346146322,3423.482434,0.00263458
ENSG00000125901,-0.429626821,1382.44041,0.002637521
ENSG00000017483,0.687809795,1475.123639,0.002641579
ENSG00000118680,-0.404291831,2779.53907,0.002650577
ENSG00000258947,0.713446023,61.32568222,0.002663862
ENSG00000254377,0.606991257,208.6920671,0.002671245
ENSG00000185485,0.520172877,284.5184264,0.002668986
ENSG00000143947,-0.302993888,18786.10165,0.002681891
ENSG00000174093,0.573117334,293.1533453,0.002689283
ENSG00000141741,-0.612527326,287.4470554,0.002696976
ENSG00000136521,-0.313724608,1269.761256,0.002711094
ENSG00000180992,-0.484604453,991.8114232,0.002722497
ENSG00000174740,-0.64694434,84.94598964,0.00273181
ENSG00000168958,-0.399108791,1474.42626,0.002727952
ENSG00000248445,0.723278068,125.8179015,0.002728831
ENSG00000143256,-0.479081826,992.6660868,0.00273132
ENSG00000119421,-0.427657159,837.3118614,0.002742341
ENSG00000198556,0.358568628,402.2922277,0.002749744
ENSG00000159905,0.692700034,50.31268349,0.002794919
ENSG00000053918,-0.687124878,81.8976723,0.002788702
ENSG00000111639,-0.39693358,2341.04394,0.002794756
ENSG00000100815,0.321775832,1378.914105,0.002807564
ENSG00000220205,0.393396608,627.7328751,0.002814768
ENSG00000109956,0.469850814,1477.26381,0.002820739
ENSG00000118096,-0.469345972,253.9655171,0.002819256
ENSG00000196636,-0.433624924,478.1609989,0.002834073
ENSG00000139343,-0.550838458,2731.531742,0.002828238
ENSG00000215712,-0.417586732,524.7174321,0.002833771
ENSG00000168765,-0.543507538,283.16146,0.002844976
ENSG00000071564,-0.276031254,7040.360638,0.002844306
ENSG00000114784,-0.450250435,1708.627078,0.002842397
ENSG00000104889,-0.369069889,1851.111531,0.002849218
ENSG00000166173,-0.384542432,379.5381748,0.002863882
ENSG00000143353,-0.537537901,251.6264765,0.002880065
ENSG00000112335,-0.417477373,1618.930423,0.002886709
ENSG00000126254,-0.313538393,1268.95499,0.002887895
